app_id,name,total_reviews,review_score,is_free,price,release_date,all_time_peak,avg_count,day_peak,ownership,owner_range,owners_lower,owners_upper,owner_bucket,activity_bucket,review_bucket,positive_reviews,negative_reviews,players_forever,players_2weeks,steamspy_ccu
515570,UBERMOSH Vol.3,467,8,False,49,"Aug 15, 2016",6754,182.84486607142858,414,350000,"200,000 .. 500,000",200000,500000,100k_500k,lt_50,100_1k,274,34,,,7
341720,Among Ripples,2,0,True,,"Jan 22, 2015",356,8.56547619047619,0,350000,"200,000 .. 500,000",200000,500000,100k_500k,zero,1k_10k,980,460,,,0
434170,The Jackbox Party Pack 3,4222,9,False,1749,"Oct 17, 2016",10894,389.9050279329609,228,350000,"200,000 .. 500,000",200000,500000,100k_500k,50_500,1k_10k,6080,204,,,124
219150,Hotline Miami,40869,9,False,999,"Oct 23, 2012",6858,299.29405520169854,318,3500000,"2,000,000 .. 5,000,000",2000000,5000000,2m_10m,50_500,gte_100k,103599,3058,,,404
349700,Romero's Aftermath,25,5,False,,"Sep 24, 2015",4282,126.30102040816327,0,1500000,"1,000,000 .. 2,000,000",1000000,2000000,500k_2m,zero,10k_100k,5385,5693,,,0
301520,Robocraft,953,5,False,,"Aug 24, 2017",26598,1229.62,6,7500000,"5,000,000 .. 10,000,000",5000000,10000000,2m_10m,lt_50,gte_100k,86240,31815,,,3
1238840,Battlefield 1,44659,8,False,3999,"Jun 11, 2020",53107,7595.930588235294,9726,7500000,"5,000,000 .. 10,000,000",5000000,10000000,2m_10m,gte_5k,gte_100k,166775,26046,,,6308
920490,Driver Booster for Steam,153,8,True,,"Nov 1, 2018",1271,712.7790563866513,838,350000,"200,000 .. 500,000",200000,500000,100k_500k,500_5k,1k_10k,7795,1435,,,826
540900,Nuclear Contingency,25,6,False,99,"Jan 2, 2017",3475,163.40506329113924,0,350000,"200,000 .. 500,000",200000,500000,100k_500k,zero,100_1k,163,142,,,0
901583,Grand Theft Auto IV: Complete Edition,70000,8,False,,,,,,35000000,"20,000,000 .. 50,000,000",20000000,50000000,gte_10m,zero,gte_100k,144570,30702,,,0
1097150,Fall Guys: Ultimate Knockout,148139,8,False,,"Aug 3, 2020",172026,1671.561320754717,611,35000000,"20,000,000 .. 50,000,000",20000000,50000000,gte_10m,500_5k,gte_100k,385154,88589,,,664
546980,Midnight Carnival,119,4,False,199,"Nov 22, 2016",2926,95.85820895522389,0,750000,"500,000 .. 1,000,000",500000,1000000,500k_2m,lt_50,100_1k,149,235,,,1
613010,Secret in Story,11,7,False,99,"Jun 19, 2017",8895,123.18320610687023,0,3500000,"2,000,000 .. 5,000,000",2000000,5000000,2m_10m,zero,100_1k,79,35,,,0
715220,Ironsight,3,0,False,,"Dec 18, 2019",1310,88.44117647058823,0,1500000,"1,000,000 .. 2,000,000",1000000,2000000,500k_2m,zero,1k_10k,4149,1145,,,0
626610,TT Isle of Man: Ride on the Edge,484,6,False,599,"Mar 27, 2018",425,13.605321507760532,14,350000,"200,000 .. 500,000",200000,500000,100k_500k,lt_50,1k_10k,989,399,,,7
1283970,YoloMouse - Cursor Changer,1533,8,False,399,"May 1, 2020",13330,9205.05170387779,12443,750000,"500,000 .. 1,000,000",500000,1000000,500k_2m,gte_5k,1k_10k,2159,177,,,8493
1466060,Tainted Grail: The Fall of Avalon,17867,8,False,4499,"May 23, 2025",25568,1984.3941248470012,1876,350000,"200,000 .. 500,000",200000,500000,100k_500k,gte_5k,10k_100k,10043,1437,,,8175
1340020,Aster Fpv Drone Simulator,9,0,False,1999,"Oct 22, 2020",5,0.5384615384615384,0,750000,"500,000 .. 1,000,000",500000,1000000,500k_2m,zero,lt_100,9,4,,,0
215470,Primal Carnage,2526,6,False,499,"Oct 29, 2012",2547,91.4695652173913,0,350000,"200,000 .. 500,000",200000,500000,100k_500k,zero,1k_10k,4462,1371,,,0
1665460,eFootball,369,4,True,,"Sep 29, 2021",27871,14408.81654676259,22174,15000000,"10,000,000 .. 20,000,000",10000000,20000000,gte_10m,gte_5k,10k_100k,44067,48266,,,13404
355840,Survarium,111,5,False,,"Apr 2, 2015",4340,256.62989323843414,2,3500000,"2,000,000 .. 5,000,000",2000000,5000000,2m_10m,zero,10k_100k,13832,11623,,,0
575860,Tomb Joe,26,5,False,99,"Apr 23, 2017",2028,139.82978723404256,0,750000,"500,000 .. 1,000,000",500000,1000000,500k_2m,lt_50,100_1k,107,107,,,15
1144200,Ready or Not,145890,6,False,2499,"Dec 13, 2023",55174,8827.25,11769,7500000,"5,000,000 .. 10,000,000",5000000,10000000,2m_10m,500_5k,gte_100k,210654,25542,,,4296
1433140,The Texas Chain Saw Massacre,10710,5,False,1499,"Aug 18, 2023",17141,337.5332512315271,333,350000,"200,000 .. 500,000",200000,500000,100k_500k,50_500,10k_100k,14423,7117,,,336
466170,Idling to Rule the Gods,11,5,True,,"May 27, 2016",2771,1121.0133481646274,1193,350000,"200,000 .. 500,000",200000,500000,100k_500k,500_5k,1k_10k,1638,278,,,1157
385150,Stranded In Time,68,8,False,499,"Jul 17, 2015",2131,48.866515837104075,14,350000,"200,000 .. 500,000",200000,500000,100k_500k,50_500,100_1k,200,61,,,75
2407270,AI LIMIT,3508,8,False,3499,"Mar 27, 2025",14433,687.639344262295,607,350000,"200,000 .. 500,000",200000,500000,100k_500k,500_5k,10k_100k,20512,1513,,,922
